Sku,Title,Price,Regular Price,images,Primary,Sub Categories,Sub Sub categories,,,
26-3118,Hand Brush With Wooden Handle,124,130,https://fixit.com.bd/wp-content/uploads/2019/12/26-3118A.jpg,Cleaning,Cleaning Tools and Supplies,Brush,,,
26-2089,500  ml Glass Cleaner Kelly's Brand,114,114,https://fixit.com.bd/wp-content/uploads/2019/12/26-2089A.jpg,Cleaning,Household Cleaners,Glass and Window Cleaners,,,
09-263,5 Meter x 25mm Measuring Tape Feibao Brand,127,134,https://fixit.com.bd/wp-content/uploads/2019/12/09-263A-1.jpg,Tools and Hardware,Hand Tools,Measure and Layout Tools,,,
20-1237,220V 50-60Hz LED-405 Orange Color Dim Light,128,135,https://fixit.com.bd/wp-content/uploads/2019/12/20-1237A.jpg,Electrical,Fan Regulators and Dimmers,Dim Lights,,,
20-1238,220V 50-60Hz LED-407 Purple &amp; White Color Dim Light,128,135,https://fixit.com.bd/wp-content/uploads/2019/12/20-1238A.jpg,Electrical,Fan Regulators and Dimmers,Dim Lights,,,
09-003,5 Meter Measuring Tape HMBR Brand,118,118,https://fixit.com.bd/wp-content/uploads/2019/12/09-003A.jpg,Tools and Hardware,Hand Tools,Measure and Layout Tools,,,
25-111,4 Inch x 3 mm Antique Copper Hinges HMBR Brand,119,119,https://fixit.com.bd/wp-content/uploads/2019/12/Untitled-1.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Hinges,,,
26-2607,Transparent Plastic Head Tong with Steel Body,114,114,https://fixit.com.bd/wp-content/uploads/2019/12/26-2607A.jpg,Kitchen,Cooking and Food Preparation,Tongs and Forks,,,
01-1287,6 Inch 200mm Flat Head Stainless Steel with Rubber Handle Screw Driver Feibao Brand,133,140,https://fixit.com.bd/wp-content/uploads/2019/12/01-1287A.jpg,Tools and Hardware,Hand Tools,Screwdrivers,,,
05-1559,96mm Antique Brass Color Furniture Handle Victorian Design 8710,133,140,https://fixit.com.bd/wp-content/uploads/2019/12/05-1559A.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Pulls,,,
05-1562,Antique Copper Color Stainless Steel Furniture Knob 8025,133,140,https://fixit.com.bd/wp-content/uploads/2019/12/05-1562A.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Knobs,,,
05-1616,96 Antique Brass Color Furniture Handle 8036,133,140,https://fixit.com.bd/wp-content/uploads/2019/12/05-1616A.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Pulls,,,
05-1623,128mm Antique Brass Furniture Handle Curved Victorian Cut Design,133,140,https://fixit.com.bd/wp-content/uploads/2019/12/05-1623-600x600.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Pulls,,,
26-2303,20 Pcs Multi Color Plastic Cloth Clip,133,140,https://fixit.com.bd/wp-content/uploads/2019/12/26-2303A.jpg,Storage and Organization,Garages and Outdoor Storage,Canopy Accessories,,,
26-2808,6 Inch Blue & White Plastic Handle Horizontal Style Metal Peeler with Curved edge for Vegetable Designing,133,140,https://fixit.com.bd/wp-content/uploads/2019/12/26-2808-web.jpg,Kitchen,Cooking and Food Preparation,Graters and Peelers,,,
26-2964,24 Inch Commode Brush with Long Handle,133,140,https://fixit.com.bd/wp-content/uploads/2019/12/26-2964A.jpg,Cleaning,Cleaning Tools and Supplies,Toilet Brushes and Holders,,,
26-3389,Stainless Steel Chain With Key Ring Smuda Brand,133,140,https://fixit.com.bd/wp-content/uploads/2019/12/26-3389A.jpg,Tools and Hardware,Keys and Accessories,,,,
04-186,21mm Stainless Steel Combination Wrench Maxtop Brand,122,122,https://fixit.com.bd/wp-content/uploads/2019/12/04-186A.jpg,Tools and Hardware,Hand Tools,Wrenches,,,
20-698,Soldering Iron Stand,123,123,https://fixit.com.bd/wp-content/uploads/2019/12/20-698A.jpg,Tools and Hardware,Welding &amp; Soldering,Soldering,,,
01-759,4 Inch Screw Driver (Star Head) with Black Rubber Handle HMBR Brand,125,125,https://fixit.com.bd/wp-content/uploads/2019/12/01-759-web-600x600.jpg,Tools and Hardware,Hand Tools,Screwdrivers,,,
05-1297,128mm Antique Brass Furniture Handle Curved Victorian Cut Design,140,147,https://fixit.com.bd/wp-content/uploads/2019/12/05-1297bb.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Pulls,,,
26-2541,6 Inch Pink Color  Plastic with Metal Peeler  Cork Screw and Bottle Opener,130,130,https://fixit.com.bd/wp-content/uploads/2019/12/26-2541A.jpg,Kitchen,Cooking and Food Preparation,Graters and Peelers,,,
26-3224,Push Sign for Toilet & Room Door with Double Sided Adhesive Foam Tape,147,155,https://fixit.com.bd/wp-content/uploads/2019/12/26-3224A.jpg,Doors and Windows,Door Signs,,,,
26-2853,450  ml Lemon Flavor Air freshener JIA PU Brand,149,157,https://fixit.com.bd/wp-content/uploads/2019/12/26-2853A.jpg,Cleaning,Air Care,Air Fresheners,,,
05-1586,96mm Antique Brass Color Furniture Handle Victorian Design 8016,152,160,https://fixit.com.bd/wp-content/uploads/2019/12/05-1586A.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Pulls,,,
05-1604,128mm Antique Copper Color Furniture Handle 8031,152,160,https://fixit.com.bd/wp-content/uploads/2019/12/05-1604A.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Pulls,,,
05-1612,96mm Silver Color Stainless Steel Furniture Handle Minimalist Design 8705,152,160,https://fixit.com.bd/wp-content/uploads/2019/12/05-1612A.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Pulls,,,
05-1621,128mm Antique Copper Color Furniture Handle  Victorian Design 8036,152,160,https://fixit.com.bd/wp-content/uploads/2019/12/05-1621A.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Pulls,,,
01-113,6 Inch Dual Changeable Head Orange Color Plastic Handle Screwdriver HMBR Brand (Flat &amp; Star Head),143,143,https://fixit.com.bd/wp-content/uploads/2019/12/01-113C.jpg,Tools and Hardware,Hand Tools,Screwdrivers,,,
20-1245,220V 50/60Hz 9W E-27 Spiral Energy Saving Bulb RSR Brand Screw In Install,157,165,https://fixit.com.bd/wp-content/uploads/2019/12/20-1245A.jpg,Electrical,Light Bulbs,LED Light Bulbs,,,
26-1799,10 Inch Stainless Steel Strainer Frying Basket Net with Silver Lining - For French Fries,162,170,https://fixit.com.bd/wp-content/uploads/2019/12/26-1799A.jpg,Kitchen,Cooking and Food Preparation,Strainers,,,
26-1798,5.5 Inch Stainless Steel Frying Basket Net with Black Lining - For French Fries,143,143,https://fixit.com.bd/wp-content/uploads/2019/12/26-1798A.jpg,Kitchen,Cooking and Food Preparation,Strainers,,,
26-2578,Baby Bottle Brush with Plastic Bristle and Pink Sponge Top for Thorough Cleaning,171,171,https://fixit.com.bd/wp-content/uploads/2019/12/26-2578A.jpg,Cleaning,Cleaning Tools and Supplies,Brush,,,
05-1582,150mm Antique Brass Furniture Handle Victorian Design,171,180,https://fixit.com.bd/wp-content/uploads/2019/12/05-1582A.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Pulls,,,
05-1584,150mm Solid Brass Golden Color Furniture Handle Minimalist Design,171,180,https://fixit.com.bd/wp-content/uploads/2019/12/05-1584A.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Pulls,,,
06-314,3 Keys Golden Color Top Security Padlock Lock BAIHE Brand,171,180,https://fixit.com.bd/wp-content/uploads/2019/12/06-314A.jpg,Tools and Hardware,Safety and Security,Pad Locks,,,
09-275,5 Meter X19mm Measuring Tape Feibao Brand,171,180,https://fixit.com.bd/wp-content/uploads/2019/12/09-275A-1.jpg,Tools and Hardware,Hand Tools,Measure and Layout Tools,,,
20-1256,18 Watt E27-2U Stick Energy Saver Bulb RSR Brand with Screw In Install,171,180,https://fixit.com.bd/wp-content/uploads/2019/12/20-1256-web.jpg,Electrical,Light Bulbs,LED Light Bulbs,,,
20-865,Plastic Red &amp; Yellow Body Rechargeable LED Torch Light,157,157,https://fixit.com.bd/wp-content/uploads/2019/12/20-865A.jpg,Electrical,Light Bulbs,LED Light Bulbs,,,
20-984,220V White Color 2 Gang Switch,161,161,https://fixit.com.bd/wp-content/uploads/2019/12/20-984A.jpg,Electrical,Switches and Outlets,Switches,,,
26-3978,2 Pcs Multicolor Strong Plastic Cloth Hanger NFY-2239,177,186,https://fixit.com.bd/wp-content/uploads/2019/12/26-3978A.jpg,Storage and Organization,Closet Organizer Accessories,Plastic Hangers,,,
01-937,11 Function For Household and Adventure Multitools Macgyver Knife,180,190,https://fixit.com.bd/wp-content/uploads/2019/12/01-937A.jpg,Tools and Hardware,Hand Tools,Knives and Blades,,,
06-298,4 Digit Blue Color Combination Padlock Lock Changhao Brand,181,190,https://fixit.com.bd/wp-content/uploads/2019/12/06-298A.jpg,Tools and Hardware,Safety and Security,Pad Locks,,,
25-159,5 Inch  x 3mm  Stainless Steel Hinge HMBR Brand,361,361,https://fixit.com.bd/wp-content/uploads/2019/12/25-159A.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Hinges,,,
26-1490,1 Liter Liquid Floor Cleaner Clean World Brand,162,162,https://fixit.com.bd/wp-content/uploads/2019/12/26-1490-web-600x600.jpg,Cleaning,Household Cleaners,Floor Cleaners,,,
26-2839,500  ml Hand Soap Spray Pink Color,187,197,https://fixit.com.bd/wp-content/uploads/2019/12/26-2839A.jpg,Cleaning,Personal Care,Hand Soaps and Sanitizers,,,
26-1801,12 Inch Stainless Steel Wired Strainer for Tea  Juice &amp; Pasta,176,176,https://fixit.com.bd/wp-content/uploads/2019/12/26-1801A.jpg,Kitchen,Cooking and Food Preparation,Strainers,,,
01-230,7 Inch Stainless Steel Hair Scissor Pakistani Brand,356,356,https://fixit.com.bd/wp-content/uploads/2019/12/01-230-600x600.jpg,Tools and Hardware,Hand Tools,Scissors,,,
05-1614,Diamond Shaped Pink & Antique Brass Color Furniture Knob,200,210,https://fixit.com.bd/wp-content/uploads/2019/12/05-1614A.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Knobs,,,
26-2756,12 Inch Stainless Steel Egg Beater,200,210,https://fixit.com.bd/wp-content/uploads/2019/12/26-2756A.jpg,Kitchen,Cooking and Food Preparation,Bakeware,,,
26-2885,Ultra Sharp 3 Peelers in 1 for fruits & Vegetable Serrated  Wavy and Chipping design Roto Peeler,200,210,https://fixit.com.bd/wp-content/uploads/2019/12/26-2885A-1.jpg,Kitchen,Cooking and Food Preparation,Graters and Peelers,,,
26-2897,Fancy Type Plastic Hair Comb,200,210,https://fixit.com.bd/wp-content/uploads/2019/12/26-2897A.jpg,Cleaning,Personal Care,Hair Combs,,,
26-3385,Yellow Color Plastic Ice Making Box Cube Shaped Ice,200,210,https://fixit.com.bd/wp-content/uploads/2019/12/26-3385A.jpg,Kitchen,Small Appliances,Kitchen Accessories,,,
26-1243,38 cm x 58 cm Red Color Kowala on Tree Door Mat,186,186,https://fixit.com.bd/wp-content/uploads/2019/12/26-1243A.jpg,Bath and Faucets,Bathroom Accessories and Hardware,Bath Accessories,,,
26-1560,1 Liter Liquid Hand Soap Freestone Brand,190,190,https://fixit.com.bd/wp-content/uploads/2019/12/26-1560-web-600x600.jpg,Cleaning,Personal Care,Hand Soaps and Sanitizers,,,
26-2795,6 Pcs Plastic Cloth Hanger Set (Multi-Color),211,222,https://fixit.com.bd/wp-content/uploads/2019/12/26-2795-web.jpg,Storage and Organization,Closet Organizer Accessories,Plastic Hangers,,,
01-417,8 in 1 Screw Driver Set with Red &amp; Black Handle,304,304,https://fixit.com.bd/wp-content/uploads/2019/12/01-417A.jpg,Tools and Hardware,Hand Tools,Screwdrivers,,,
11-150,4 Inch Metal Cutting Disk Feibao Brand,333,333,https://fixit.com.bd/wp-content/uploads/2019/12/11-150-web.jpg,Tools and Hardware,Power Tool Accessories,Saw Blades,,,
28-107,Liquid Insect Killer for Applying with Food Bait,218,229,https://fixit.com.bd/wp-content/uploads/2019/12/28-107.jpg,Lawn and Garden,Insect and Pest Control,Animal and Rodent Control,,,
20-1683,220 Volts 10A 2 Flat Pin Single Inlet Switch Socket Sparkle Brand,200,200,https://fixit.com.bd/wp-content/uploads/2019/12/20-1683A-1.jpg,Electrical,Switches and Outlets,Sockets,,,
06-302,3 Digit Silver Color Resettable Combination Padlock Changhao Brand,219,230,https://fixit.com.bd/wp-content/uploads/2019/12/06-302A.jpg,Tools and Hardware,Safety and Security,Pad Locks,,,
20-1265,7W 220V 50Hz LED Bulb JHUO RUI Brand,200,200,https://fixit.com.bd/wp-content/uploads/2019/12/20-1265A.jpg,Electrical,Light Bulbs,LED Light Bulbs,,,
20-1557,Bug Zapper  Mosquito Killer Pest Killer with Real UV-light Electronic Insect Killer,2328,2328,https://fixit.com.bd/wp-content/uploads/2019/12/20-1557A.jpg,Lawn and Garden,Insect and Pest Control,Home and Perimeter Insect Control,,,
26-3260,4 Inch 2 in 1 Plastic Peeler with Grater,214,214,https://fixit.com.bd/wp-content/uploads/2019/12/26-3260A.jpg,Kitchen,Cooking and Food Preparation,Graters and Peelers,,,
09-278,3 MeterX16mm Measuring Tape Feibao Brand,238,250,https://fixit.com.bd/wp-content/uploads/2019/12/09-278A-1.jpg,Tools and Hardware,Hand Tools,Measure and Layout Tools,,,
26-2254,Stainless Steel Cork Screw Wine Opener Model - RF-154,238,250,https://fixit.com.bd/wp-content/uploads/2019/12/26-2254A.jpg,Kitchen,Wine and Bar Tools,Wine Openers,,,
40-059,Red & Black Plastic Handle Pet Dog Metal Comb,238,250,https://fixit.com.bd/wp-content/uploads/2019/12/40-059A.jpg,Outdoor Living,Pet Supplies and Wildlife,Brushes and Combs,,,
26-2211,500  ml Hand Cleanser Good Maid Brand,214,214,https://fixit.com.bd/wp-content/uploads/2019/12/26-2211A.jpg,Cleaning,Personal Care,Hand Soaps and Sanitizers,,,
09-142,25kg Steel Pocket Balance HMBR Brand,232,232,https://fixit.com.bd/wp-content/uploads/2019/12/09-142A-1.jpg,Tools and Hardware,Hand Tools,Measure and Layout Tools,,,
26-2907,Natural &amp; Confortable Red Rubber Hand Gloves for Kitchen &amp; Cleaning (One size fits all),256,270,https://fixit.com.bd/wp-content/uploads/2019/12/26-2907A.jpg,Kitchen,Small Appliances,Hand Gloves,,,
33-115,10mm x 15 Meter Nylon rope HMBR Brand,233,233,https://fixit.com.bd/wp-content/uploads/2019/12/33-115C.jpg,Tools and Hardware,Chain and Rope,Rope,,,
35-009,Pink Color Analog Temperature Meter Thermometer,233,233,https://fixit.com.bd/wp-content/uploads/2019/12/35-009A.jpg,Kitchen,Cooking and Food Preparation,ThermoMeter,,,
26-532,4 ft. Ceiling Duster with Long Plastic Handle,361,361,https://fixit.com.bd/wp-content/uploads/2019/12/26-532A.jpg,Cleaning,Cleaning Tools and Supplies,Dusters,,,
04-001,8 Inch Stainless Steel Adjustable Wrench HMBR Brand,228,228,https://fixit.com.bd/wp-content/uploads/2019/12/04-001A.jpg,Tools and Hardware,Hand Tools,Wrenches,,,
26-3405,Traditional Stainless Steel Strainer for Tea & Fresh Fruit Juice,276,290,https://fixit.com.bd/wp-content/uploads/2019/12/26-3405A-1.jpg,Kitchen,Water Dispensers and Filters,Water Filtration Systems,,,
26-3094,5 Liter Floor Cleaner China Brand,277,292,https://fixit.com.bd/wp-content/uploads/2019/12/26-3094A.jpg,Cleaning,Household Cleaners,Floor Cleaners,,,
19-515,280 gm Zinc Alloy Chrome Plated Pillar Bibb Cock Basin Tap,333,333,https://fixit.com.bd/wp-content/uploads/2019/12/19-515A.jpg,Bath and Faucets,Bathroom Accessories and Hardware,Hose Bibbs and SillCocks,,,
26-474,Pink Flower & Bear Check Design Towel for Kitchen  Drying plates & Wiping Hands,523,523,https://fixit.com.bd/wp-content/uploads/2019/12/26-474-web-600x600.jpg,Kitchen,Tableware and Bar,Kitchen Towels,,,
26-953,6 Oz Stainless Steel Ice Scoop,257,257,https://fixit.com.bd/wp-content/uploads/2019/12/26-953A.jpg,Kitchen,Small Appliances,Kitchen Accessories,,,
19-1098,0.5 Inch PVC Wall Mounting Kitchen Faucets Tap HMBR Brand,428,428,https://fixit.com.bd/wp-content/uploads/2019/12/19-1098A.jpg,Bath and Faucets,Bathroom Accessories and Hardware,Hose Bibbs and SillCocks,,,
26-2933,Stainless Steel Food Tong iLid Brand,258,258,https://fixit.com.bd/wp-content/uploads/2019/12/26-2933A.jpg,Kitchen,Cooking and Food Preparation,Tongs and Forks,,,
09-036,250 ml  Pyrex Measuring Cylinder,380,380,https://fixit.com.bd/wp-content/uploads/2019/12/09-036A-1.jpg,Tools and Hardware,Hand Tools,Measure and Layout Tools,,,
20-1259,55 Watt E27-4U Stick Energy Saver Bulb RSR Brand with Screw In Install,298,314,https://fixit.com.bd/wp-content/uploads/2019/12/20-1259A.jpg,Electrical,Light Bulbs,LED Light Bulbs,,,
20-1300,220V 50-60Hz 1-1.4W White & Green Color LED Torch Light,301,317,https://fixit.com.bd/wp-content/uploads/2019/12/20-1300A.jpg,Electrical,Handheld Flashlights,,,,
09-192,30 Meter Measuring Tape HMBR Brand,258,258,https://fixit.com.bd/wp-content/uploads/2019/12/09-192-web-600x600.jpg,Tools and Hardware,Hand Tools,Measure and Layout Tools,,,
20-1675,170-240V 50-60Hz 11 Watt E-27 Spiral Compact Fluorescent Bulb Sparkle Brand Screw In Install,235,235,https://fixit.com.bd/wp-content/uploads/2019/12/20-1675A.jpg,Electrical,Light Bulbs,LED Light Bulbs,,,
04-193,28mm Stainless Steel Combination Wrench Maxtop Brand,283,283,https://fixit.com.bd/wp-content/uploads/2019/12/04-193A.jpg,Tools and Hardware,Hand Tools,Wrenches,,,
26-2844,500  ml Glass Cleaner Spray VAIWEI Brand,313,329,https://fixit.com.bd/wp-content/uploads/2019/12/26-2844-web.jpg,Cleaning,Household Cleaners,Glass and Window Cleaners,,,
26-2778,1 Pcs Wooden Cloth Hanger,315,331,https://fixit.com.bd/wp-content/uploads/2019/12/26-2778A.jpg,Storage and Organization,Closet Organizer Accessories,Wooden Hangers,,,
05-1207,Antique Brass & Antique Copper Color Door Magnet Victorian Design,317,334,https://fixit.com.bd/wp-content/uploads/2019/12/05-1207-web-600x600.png,Tools and Hardware,Cabinet and Furniture Hardware,Door Stoppers,,,
20-150,11W Stick LED Energy Saving Bulb Philips Brand 2 Pin Bayonet Install,233,233,https://fixit.com.bd/wp-content/uploads/2019/12/20-150A.jpg,Electrical,Light Bulbs,LED Light Bulbs,,,
20-961,11W E-27 CFL Genie Warm White Spiral Energy Saving Light Bulb Philips Brand Screw In Install,233,233,https://fixit.com.bd/wp-content/uploads/2019/12/20-961A.jpg,Electrical,Light Bulbs,LED Light Bulbs,,,
26-3125,High Temperature Stainless Steel Knife Cenka Brand 3595,428,428,https://fixit.com.bd/wp-content/uploads/2019/12/26-3125A.jpg,Tools and Hardware,Hand Tools,Knives and Blades,,,
26-3154,550  ml Lemon Flavor Air Gel,330,347,https://fixit.com.bd/wp-content/uploads/2019/12/26-3154A.jpg,Cleaning,Air Care,Air Fresheners,,,
03-106,40mm Metal Round Head Glass Cutter Douniushi Matador Brand,333,350,https://fixit.com.bd/wp-content/uploads/2019/12/03-106A.jpg,Tools and Hardware,Hand Tools,Glass Cutters,,,
09-273,30 Meter Green Color Measuring Tape Feibao Brand,333,350,https://fixit.com.bd/wp-content/uploads/2019/12/09-273A-1.jpg,Tools and Hardware,Hand Tools,Measure and Layout Tools,,,
20-1001,220V 50-60Hz 1W LED High Power Strong light Head Light,808,808,https://fixit.com.bd/wp-content/uploads/2019/12/20-1001A.jpg,Electrical,Head Lights,,,,
26-2887,ft. Brush Foot Care Callus Brush Remover,333,350,https://fixit.com.bd/wp-content/uploads/2019/12/26-2887A.jpg,Cleaning,Personal Care,Hand and Foot Care,,,
05-1469,128mm Antique Brass Color Furniture Handle Victorian Design,428,428,https://fixit.com.bd/wp-content/uploads/2019/12/05-1469-web-600x600.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Pulls,,,
26-2752,Stainless Steel Off White Color Plastic Handle Scissor with Tongs and Toothed Edges for Designed Cutting Kitchen Scissor,336,336,https://fixit.com.bd/wp-content/uploads/2019/12/26-2752A.jpg,Tools and Hardware,Hand Tools,Scissors,,,
20-1677,170-240V 50-60Hz 20W Spiral Energy Saving Bulb Sparkle Brand 2 Pin Bayonet Install,266,266,https://fixit.com.bd/wp-content/uploads/2019/12/20-1677A.jpg,Electrical,Light Bulbs,LED Light Bulbs,,,
20-1034,15 Watt-E27 Spiral HPF Energy Saver Bulb Transtec Brand with Screw In Install,247,247,https://fixit.com.bd/wp-content/uploads/2019/12/20-1034-web-600x600.jpg,Electrical,Light Bulbs,LED Light Bulbs,,,
26-3124,High Temperature Stainless Steel Knife Cenka Brand 3593,346,346,https://fixit.com.bd/wp-content/uploads/2019/12/26-3124A.jpg,Tools and Hardware,Hand Tools,Knives and Blades,,,
35-012,'-20C to 50C Black Background Hanging Analog Indoor Thermometer & Hygrometer (Tapmathra & Adrota),394,415,https://fixit.com.bd/wp-content/uploads/2019/12/35-012A.jpg,Kitchen,Cooking and Food Preparation,ThermoMeter,,,
28-065,24 Inch Green &amp; Black Color Plastic Electrical Mosquito Bat,358,358,https://fixit.com.bd/wp-content/uploads/2019/12/28-065A.jpg,Lawn and Garden,Insect and Pest Control,Home and Perimeter Insect Control,,,
09-271,30 Meter Measuring Tape Feibao Brand,395,416,https://fixit.com.bd/wp-content/uploads/2019/12/09-271A.jpg,Tools and Hardware,Hand Tools,Measure and Layout Tools,,,
05-676,4 Keys Golden Color Handle Lock Lever,570,570,https://fixit.com.bd/wp-content/uploads/2019/12/05-676A.jpg,Tools and Hardware,Safety and Security,Drawer Locks,,,
20-1337,10 Ampere 250 Volts  Two Gang Switch One Way,399,420,https://fixit.com.bd/wp-content/uploads/2019/12/20-1337A.jpg,Electrical,Switches and Outlets,Switches,,,
26-2881,Plastic Paper Towel &amp; Kitchen Tissue Container Box,364,364,https://fixit.com.bd/wp-content/uploads/2019/12/26-2881-web-600x600.jpg,Kitchen,Tableware and Bar,Kitchen Towels,,,
09-208,20 Meter Measuring Tape Feibao Brand,428,428,https://fixit.com.bd/wp-content/uploads/2019/12/09-208A.jpg,Tools and Hardware,Hand Tools,Measure and Layout Tools,,,
01-1013,Cable Stripping Knife Wynn's Brand,409,430,https://fixit.com.bd/wp-content/uploads/2019/12/01-1013A.jpg,Tools and Hardware,Hand Tools,Knives and Blades,,,
26-2014,400  ml Leather Wax Cosmic Brand for Car Leather &amp; Leather Furniture,373,373,https://fixit.com.bd/wp-content/uploads/2019/12/26-2014-web-600x600.jpg,Cleaning,Household Cleaners,Furniture and Upholstery Cleaners,,,
04-012,10 Inch Adjustable Pipe Wrench HMBR Brand,376,376,https://fixit.com.bd/wp-content/uploads/2019/12/04-012A.jpg,Tools and Hardware,Hand Tools,Wrenches,,,
04-013,12 Inch Adjustable Pipe Wrench HMBR Brand,421,421,https://fixit.com.bd/wp-content/uploads/2019/12/04-013-web-600x600.jpg,Tools and Hardware,Hand Tools,Wrenches,,,
26-2332,3 Folding Black Color Umbrella,377,377,https://fixit.com.bd/wp-content/uploads/2019/12/26-2332A.jpg,Tools and Hardware,Safety Gear and Equipment,Rain Gear,,,
11-148,5 Inch Diamond Circular Saw Blade for Cutting Concrete  Block  Brick  and Stone Feibao Brand,618,618,https://fixit.com.bd/wp-content/uploads/2019/12/11-148-web.jpg,Tools and Hardware,Power Tool Accessories,Saw Blades,,,
05-1618,Black Color Border Stainless Steel Cloth Hanging Hook,428,450,https://fixit.com.bd/wp-content/uploads/2019/12/05-1618A.jpg,Bath and Faucets,Bathroom Accessories and Hardware,Towel Bars,,,
26-2815,Stainless Steel Multi Functional Scissor Wynn's Brand (Teeth for Grip included) Kitchen Scissor,428,450,https://fixit.com.bd/wp-content/uploads/2019/12/26-2815A.jpg,Tools and Hardware,Hand Tools,Scissors,,,
26-2843,500  ml Hand Wash Spray Huashi Brand,428,450,https://fixit.com.bd/wp-content/uploads/2019/12/26-2843A.jpg,Cleaning,Personal Care,Hand Soaps and Sanitizers,,,
40-285,Yellow Rubber Pet Dog Shoe,428,450,https://fixit.com.bd/wp-content/uploads/2019/12/40-285A.jpg,Outdoor Living,Pet Supplies and Wildlife,Pet Shoes,,,
06-098,63mm Iron Pad Lock with 21 Keys Tri Circle Brand,445,469,https://fixit.com.bd/wp-content/uploads/2019/12/06-098-web-600x600.jpg,Tools and Hardware,Safety and Security,Pad Locks,,,
26-2824,Silver Black Umbrella Olympic Brand,452,475,https://fixit.com.bd/wp-content/uploads/2019/12/26-2824-web-600x600.jpg,Tools and Hardware,Safety Gear and Equipment,Rain Gear,,,
03-045,7 Inch x 180 mm Tuck Point Diamond Saw Blade HMBR Brand,427,427,https://fixit.com.bd/wp-content/uploads/2019/12/03-045A.jpg,Tools and Hardware,Power Tool Accessories,Saw Blades,,,
26-3944,5 Pcs Stainless Steel Nail Cutter Set Kinepin J-0170 wtih Cuticle clipper  Nail Cutter  Scissors  Dirt Remover  Tweezers and File,475,500,https://fixit.com.bd/wp-content/uploads/2019/12/26-3944A.jpg,Cleaning,Personal Care,Nail Care,,,
26-2991,4 Battery Black Color Alkaline Battery Charger BlueBaby Brand (AAA Size Battery),480,505,https://fixit.com.bd/wp-content/uploads/2019/12/26-2991A.jpg,Electrical,Batteries,Household Batteries,,,
20-1258,45 Watt E27-4U Stick Energy Saver Bulb RSR Brand with Screw In Install,485,510,https://fixit.com.bd/wp-content/uploads/2019/12/20-1258A.jpg,Electrical,Light Bulbs,LED Light Bulbs,,,
20-1589,220-240V 50-60Hz 30W E-27 Spiral Power Saver Bulb Super Star Brand Screw In Install,304,304,https://fixit.com.bd/wp-content/uploads/2019/12/20-1589A.jpg,Electrical,Light Bulbs,LED Light Bulbs,,,
26-2347,40cm  x 60cm Orange Color Non-Slip Door Carpet,461,461,https://fixit.com.bd/wp-content/uploads/2019/12/26-2347A.jpg,Flooring and Area Rugs,Carpets and Rugs,Door Carpets,,,
01-960,40 Watt Glue gun WynnÂ’s Brand with Cord Fast Heating High Quality,508,534,https://fixit.com.bd/wp-content/uploads/2019/12/01-960A.jpg,Paint,Duct Tape  Glues and Epoxy,Glues and Epoxy,,,
20-1267,12W 220V 50Hz LED Bulb JHUO RUI Brand,523,550,https://fixit.com.bd/wp-content/uploads/2019/12/20-1267A.jpg,Electrical,Light Bulbs,LED Light Bulbs,,,
09-247,30 Meter Measuring Tape Wynn's Brand,526,554,https://fixit.com.bd/wp-content/uploads/2019/12/09-247A-1.jpg,Tools and Hardware,Hand Tools,Measure and Layout Tools,,,
26-3078,10 Inch Stainless Steel Scissor Ranger Brand,542,570,https://fixit.com.bd/wp-content/uploads/2019/12/26-3078A.jpg,Tools and Hardware,Hand Tools,Scissors,,,
26-942,6 Inch Stainless Steel Can Cutter,517,517,https://fixit.com.bd/wp-content/uploads/2019/12/26-942-web-600x600.jpg,Kitchen,Cooking and Food Preparation,Can Openers,,,
26-2274,Yellow &amp; White Color Plastic Dustbin,520,520,https://fixit.com.bd/wp-content/uploads/2019/12/26-2274A.jpg,Cleaning,Trash and Recycling,Recycling Bins,,,
04-385,6 Inch Black Color Adjustable Wrench Douniushi Brand,523,523,https://fixit.com.bd/wp-content/uploads/2019/12/04-385C.jpg,Tools and Hardware,Hand Tools,Wrenches,,,
20-626,220 Volts Power Strip (6 Socket) with 5 Meter Cable HMBR Brand,713,713,https://fixit.com.bd/wp-content/uploads/2019/12/20-626-web.jpg,Electrical,Extension Cords and Surge Protectors,Power Strips and Multi-Outlet Converters,,,
25-150,4 Inch  x 3mm  Gold Polish Solid Brass Door Hinge Veks Brand,523,523,https://fixit.com.bd/wp-content/uploads/2019/12/25-150A.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Hinges,,,
