Sku,Title,Price,Regular Price,images,Primary,Sub Categories,Sub Sub categories,,,
01-1203,Folding Hex Wrench Set Metric Hexagonal Cross Word Plum Hexagonal Screwdriver Feibao Brand,340,340,https://fixit.com.bd/wp-content/uploads/2019/12/feibao.jpg,Tools and Hardware,Hand Tools,Hex Keys,,,
01-1214,6 Inch High Quality  Reversible  Ratchet Handle Feibao Brand,530,530,https://fixit.com.bd/wp-content/uploads/2019/12/01-1214a.jpg,Tools and Hardware,Hand Tools,Sockets and Ratchets,,,
01-1229,10 Inch Reversible Ratchet Handle Wrench Feibao Brand,1750,1850,https://fixit.com.bd/wp-content/uploads/2019/12/01-1229a.jpg,Tools and Hardware,Hand Tools,Sockets and Ratchets,,,
07-089,Stainless Steel Durable & High Security Hasp Bolt Lock HMBR Brand,815,858,https://fixit.com.bd/wp-content/uploads/2019/12/07-089d.jpg,Tools and Hardware,Cabinet and Furniture Hardware,Latches ( Chitkini ),,,
14-108,8 Inch 4P4C Network Crimping Plier with Rubber Handle HMBR Brand,1140,1200,https://fixit.com.bd/wp-content/uploads/2019/12/14-108.jpg,Tools and Hardware,Hand Tools,Crimping pliers,,,
14-171,150mm 6 Inch Cutting Pliers Wynn's Brand,430,430,https://fixit.com.bd/wp-content/uploads/2019/12/14-171c.jpg,Tools and Hardware,Hand Tools,Pliers,,,
26-2716,Garlic Press Stainless Steel Garlic Squeezer,400,400,https://fixit.com.bd/wp-content/uploads/2019/12/26-2716.jpg,Kitchen,Small Appliances,Kitchen Accessories,,,
21-205,500 ml Industrial Grade Heatproof Adhesive Fevicol Brand,400,400,https://fixit.com.bd/wp-content/uploads/2019/12/fevicol-heatx-heatproof-adhesive-500x500.jpg,Storage and Organization,Office Supplies,Adhesives and Tape|Paint,Duct Tape  Glues and Epoxy,Glues and Epoxy,
26-1739,2 Liter Concentrated Liquid Laundry Detergent Goodmaid Brand,650,650,https://fixit.com.bd/wp-content/uploads/2019/12/concentrated-liquid-detergent_3eb8b526bc895b36a92eaa0750bb6d81.jpg,Cleaning,Household Cleaners,Cloth Cleaners|Cleaning,Household Cleaners,Dishwasher Detergent and Soap,
26-2210 b,1 Liter Spring Fresh Scented Floor Cleaner Goodmaid Brand,300,300,https://fixit.com.bd/wp-content/uploads/2019/12/spring-fresh.jpg,Cleaning,Household Cleaners,Floor Cleaners,,,
26-1743 B,1 Liter Peach Bio Natural Skin Moisturizing Lemon Dishwashing Liquid Goodmaid Brand,335,335,https://fixit.com.bd/wp-content/uploads/2019/12/313jJ7ipfIL.jpg,Cleaning,Household Cleaners,Dishwasher Detergent and Soap,,,
26-1975 A,500 ml Lemon Scented Glass Cleaner Goodmaid Brand,180,180,https://fixit.com.bd/wp-content/uploads/2019/12/lemon.jpg,Cleaning,Household Cleaners,Glass and Window Cleaners,,,
26-1745,500 ml Wiz Multi-Purpose Kitchen Cleaner Goodmaid Brand,250,250,https://fixit.com.bd/wp-content/uploads/2019/12/500-wiz-multi-purpose-good-maid-original-imafy3kth74rzmzz.jpg,Cleaning,Household Cleaners,Kitchen Cleaners,,,
26-1733 A,400ml Lime Dishwashing Paste Goodmaid Brand,150,150,https://fixit.com.bd/wp-content/uploads/2019/12/71kEDgC6kL._SX466_.jpg,Cleaning,Household Cleaners,Dishwasher Detergent and Soap,,,
26-3749,(1.5 Kg Capacity) 2 Pcs Love Shape Light Blue Color  Adhesive Picture Hook (Sticks to Wall),86,86,https://fixit.com.bd/wp-content/uploads/2019/12/IMG_4637.jpg,Tools and Hardware,Fasteners,Picture and Mirror Hanging,,,
26-3761,(1.5 Kg Capacity) 2 Pcs Smiley Face Yellow Color Adhesive Picture Hook (Sticks to Wall),68,68,https://fixit.com.bd/wp-content/uploads/2019/12/IMG_4639.jpg,Tools and Hardware,Fasteners,Picture and Mirror Hanging,,,
26-270 C,450ml Vixol Bathroom Cleaner Smart,145,145,https://fixit.com.bd/wp-content/uploads/2019/12/8850092016012.jpg,Cleaning,Household Cleaners,Toilet Cleaners,,,
26-730 C,900 ml Bathroom Cleaner Vixol Brand Red,250,250,https://fixit.com.bd/wp-content/uploads/2019/12/8850092011208_8.jpg,Cleaning,Household Cleaners,Bathroom Cleaners,,,
26-4205,550 ml Pink Blossom Liquid Ironing Hygiene Brand,130,130,https://fixit.com.bd/wp-content/uploads/2019/12/8850092222512_3.jpg,Cleaning,Household Cleaners,Cloth Cleaners,,,
26-2493,500 ml Orange Flavor Glass Cleaner Kangaroo Brand,270,270,https://fixit.com.bd/wp-content/uploads/2019/12/d8a334976a4690e028babb7e4cf568bf099a4b81.jpg,Cleaning,Household Cleaners,Glass and Window Cleaners,,,
26-4198,500  ml Low Gloss Leather & Tire Wax Kangaroo Brand for leather  rubber  plastics,408,408,https://fixit.com.bd/wp-content/uploads/2019/12/31ede43fb9b3a8d92466bfc4ab4427665a32fcd1.jpg,Cleaning,Household Cleaners,Furniture and Upholstery Cleaners,,,
08-1181,One side key and one side knob Durable and High Security Deadbolt Lock HMBR Brand,550,550,https://fixit.com.bd/wp-content/uploads/2019/12/IMG_4718.jpg,Tools and Hardware,Safety and Security,Locks,,,
40-361,1.3kg Dog'njoy Adult Salmon Flavour Dry Dog Food,820,820,https://fixit.com.bd/wp-content/uploads/2019/12/IMG_4716.jpg,Outdoor Living,Pet Supplies and Wildlife,Pet Dog Feeding Supplies,,,
40-362,1.2 Kg Cat'njoy Adult Tuna & Shrimp Flavour Dry Cat Food,890,939,https://fixit.com.bd/wp-content/uploads/2019/12/IMG_4715.jpg,Outdoor Living,Pet Supplies and Wildlife,Pet Dog Feeding Supplies,,,
40-355,300 ml Long Hair Cat Conditioning Shampoo Hobbyy Brand,570,601,https://fixit.com.bd/wp-content/uploads/2019/12/maks023.jpg,Outdoor Living,Pet Supplies and Wildlife,Animal Shampoo,,,
40-357,250 ml Car & Rabbit Shampoo Ivy Brand,385,385,https://fixit.com.bd/wp-content/uploads/2019/12/IMG_4689.jpg,Outdoor Living,Pet Supplies and Wildlife,Animal Shampoo,,,
26-4024,1000 ml Floral Flavour Color Bleach Detergent Hygiene Brand,475,475,https://fixit.com.bd/wp-content/uploads/2019/12/8850092213299.jpg,Cleaning,Household Cleaners,Cloth Cleaners|Cleaning,Household Cleaners,Dishwasher Detergent and Soap,
26-4023,500 ml Floral Flavour Color Bleach Detergent Hygiene Brand,280,280,https://fixit.com.bd/wp-content/uploads/2019/12/Untitled-1.jpg,Cleaning,Household Cleaners,Cloth Cleaners|Cleaning,Household Cleaners,Dishwasher Detergent and Soap,
40-360,Black Color High Quality Pet Nail Cutter,440,440,https://fixit.com.bd/wp-content/uploads/2019/12/IMG_4699.jpg,Outdoor Living,Pet Supplies and Wildlife,Brushes and Combs,,,
40-358 A,400 gm Lamb Flavor Cat & Dog Food Can Type,285,285,https://fixit.com.bd/wp-content/uploads/2019/12/IMG_4740.jpg,Outdoor Living,Pet Supplies and Wildlife,Pet Dog Feeding Supplies,,,
40-358B,400 gm Seafood Platter in Jelly Cat Food Can Type,285,285,https://fixit.com.bd/wp-content/uploads/2019/12/IMG_4744.jpg,Outdoor Living,Pet Supplies and Wildlife,Pet Dog Feeding Supplies,,,
40-358 C,400 gm Seafood Platter in Prawn Jelly Cat & Dog Food Can Type,285,285,https://fixit.com.bd/wp-content/uploads/2019/12/IMG_4751.jpg,Outdoor Living,Pet Supplies and Wildlife,Pet Dog Feeding Supplies,,,
Fixit-1654-1,8.5 mm Royal Plug HMBR Brand,14,14,https://fixit.com.bd/wp-content/uploads/2019/12/594-1654-Wall-plug-6.jpg,Tools and Hardware,Screws  Nails and Anchors,Anchors,,,
23-363,800 W 1500 rpm SDS-Plus Rotary Drill Machine Dewalt Brand D25132k,22680,23881,https://fixit.com.bd/wp-content/uploads/2019/12/s-l1600.jpg,Tools and Hardware,Power Tools,Hammer Drill Machine,,,
26-3097,Stainless Steel 30 L Vacuum Cleaner (Bent Head) Tstop Brand,13000,13871,https://fixit.com.bd/wp-content/uploads/2019/12/IMG_5513.jpg,Tools and Hardware,Power Tools,Vacuum Cleaner,,,
20-12999,Wireless Motion Sensor 6-LED Battery Operated Light for Cabinet Drawer,620,620,https://fixit.com.bd/wp-content/uploads/2019/12/motion_sensor_led.jpg,Electrical,Home Electronics,Cabinet Sensor Light,,,
20-12997,Wireless Motion Sensor 6-LED Round Shape Battery Operated Light for Cabinet Drawer,620,620,https://fixit.com.bd/wp-content/uploads/2019/12/cls6.jpg,Electrical,Home Electronics,Cabinet Sensor Light,,,
20-12996,Motion Sensor Electricity Operated Light for Cabinet Drawer,620,620,https://fixit.com.bd/wp-content/uploads/2019/12/cls8.jpg,Electrical,Home Electronics,Cabinet Sensor Light,,,
26-4001,Aquiver PU Leather Car Seat Gap Slit Pocket Storage Catcher Box Car Catch Caddy Storage Bag Seat Slit Organizer (1PC Black),1000,1100,https://fixit.com.bd/wp-content/uploads/2019/12/617mkTm5R8L._SL1000_.jpg,Automotive,Automotive Detailing,,,,
11-110,8 Inch Stainless Steel Half-Round File HMBR Brand,95,95,https://fixit.com.bd/wp-content/uploads/2019/12/11-110-a.jpg,Tools and Hardware,Hand Tools,Half Round File,,,
11-147,10 Inch Flat File Green and Yellow Color Handle Feibao Brand,165,165,https://fixit.com.bd/wp-content/uploads/2019/12/11-147-a.jpg,Tools and Hardware,Hand Tools,Half Round File,,,
11-157,4 Inch X 100X6X16mm size 105g Grinding Wheel Karigor Brand,24,24,https://fixit.com.bd/wp-content/uploads/2019/12/11-157.jpg,Tools and Hardware,Power Tool Accessories,Specialty Power Tool Accessories,,,
11-031,4 Inch 60 80 100 Combination Sharpening Stone Norton Brand,275,275,https://fixit.com.bd/wp-content/uploads/2019/12/11-031-c.jpg,Tools and Hardware,Hand Tools,Stone,,,
26-056,500ml Harpic Toilet Cleaner Powder,98,98,https://fixit.com.bd/wp-content/uploads/2019/12/26-056.jpg,Cleaning,Household Cleaners,Toilet Cleaners,,,
15-005,24 Inch Spirit Level HMBR Brand,275,275,https://fixit.com.bd/wp-content/uploads/2019/12/260-1304-Spirit-Level-20in1.jpg,Tools and Hardware,Hand Tools,Measure and Layout Tools,,,
15-004,20 Inch Spirit Level HMBR Brand,290,290,https://fixit.com.bd/wp-content/uploads/2019/12/260-1304-Spirit-Level-20in1.jpg,Tools and Hardware,Hand Tools,Measure and Layout Tools,,,
01-999,9 Pcs Tool Box Set HMBR Brand,900,900,https://fixit.com.bd/wp-content/uploads/2019/12/1815_9-Pcs-Combination-Tools-Set1.jpg,Tools and Hardware,Tools Storage,Tools Set,,,
13-006,3/16 mm HSS Drill Bit HMBR Brand,40,40,https://fixit.com.bd/wp-content/uploads/2019/12/234-1148-HSS-Drill-Bit-3x16-1.jpg,Tools and Hardware,Power Tool Accessories,Drill Bits,,,
13-007,1/4 mm HSS Drill Bit HMBR Brand (2 Pcs Packet),78,78,https://fixit.com.bd/wp-content/uploads/2019/12/235-1149-HSS-Drill-Bit-1x4-1.jpg,Tools and Hardware,Power Tool Accessories,Drill Bits,,,
13-010,6.5X160 mm Hammer Drill Bit HMBR Brand,115,115,https://fixit.com.bd/wp-content/uploads/2019/12/219-1140-Hammer-Drill-Bit-6.jpg,Tools and Hardware,Power Tool Accessories,Drill Bits,,,
13-058,12X160 mm Hammer Drill Bit HMBR Brand,135,135,https://fixit.com.bd/wp-content/uploads/2019/12/221-1142-Hammer-Drill-Bit-12x160-1.jpg,Tools and Hardware,Power Tool Accessories,Drill Bits,,,
13-065,25X450 mm Hammer Drill Bit HMBR Brand,450,450,https://fixit.com.bd/wp-content/uploads/2019/12/228-1363-Hammer-Drill-Bit-25x450-1.jpg,Tools and Hardware,Power Tool Accessories,Drill Bits,,,
13-177,20X450 mm Hilty Drill bit HMBR Brand,415,415,https://fixit.com.bd/wp-content/uploads/2019/12/227-0024-Hammer-Drill-Bit-20x450-1.jpg,Tools and Hardware,Power Tool Accessories,Drill Bits,,,
26-2599,11.5 Inch Plastic Multi-Function Storage First Aid Kit Box,1200,1200,https://fixit.com.bd/wp-content/uploads/2019/12/26-2599D.jpg,Tools and Hardware,Safety and Security,First Aid Kits,,,
06-352,Yale Y125/60/133/1 Silver Laminated Open Shackle Padlock 60 mm Snap Locking,3400,3400,https://fixit.com.bd/wp-content/uploads/2019/12/71RbvEjusL.jpg,Tools and Hardware,Safety and Security,Pad Locks,,,
06-355,75mm PadLock YE5/75/140/1 Iron -Yale Computerize Key,5700,6000,https://fixit.com.bd/wp-content/uploads/2019/12/06-355.jpg,Tools and Hardware,Safety and Security,Pad Locks,,,
06-348,Yale YE1/60/132/1 YE1 Brass Padlock 60mm,4300,4500,https://fixit.com.bd/wp-content/uploads/2019/12/06-348A.jpg,Tools and Hardware,Safety and Security,Pad Locks,,,
06-350,YALE Y120/70/141/1 SILVER SERIES OUTDOOR PADLOCK (BORON SHACKLE) 70MM,7150,7150,https://fixit.com.bd/wp-content/uploads/2019/12/06-350.jpg,Tools and Hardware,Safety and Security,Pad Locks,,,
06-351,Yale Silver Series Solid Brass 60mm Y120/60/135/1 Boron Steel Shackle Padlock  (Silver),5700,5700,https://fixit.com.bd/wp-content/uploads/2019/12/06-351.jpg,Tools and Hardware,Safety and Security,Pad Locks,,,
06-354,Yale Y120D / 50/127/1 Lock (Silver),5700,5700,https://fixit.com.bd/wp-content/uploads/2019/12/06-354.jpg,Tools and Hardware,Safety and Security,Pad Locks,,,
18-425-1,WWmily Single Rolls Stretchable Grafting Tapes Self-adhesive Nursery Tapes Garden Grafted Membrane Repair Tool Green(Width 3cm),550,550,https://fixit.com.bd/wp-content/uploads/2019/12/61RRbjo7ZuL._SL1002_.jpg,Lawn and Garden,Garden Tools,Pruning Tools,,,
21-255,1 Liter Heatproof Adhesive Fevicol Heatx,790,829,https://fixit.com.bd/wp-content/uploads/2019/12/fevicol-heatx.jpg,Paint,Duct Tape  Glues and Epoxy,Glues and Epoxy,,,
21-215,500gm  Industrial Grade Waterproof Adhesive Fevicol Marine Brand,190,190,https://fixit.com.bd/wp-content/uploads/2019/12/marine-500g.jpg,Paint,Duct Tape  Glues and Epoxy,Glues and Epoxy,,,
21-217,1kg  Industrial Grade Waterproof Adhesive Fevicol Marine Brand,340,340,https://fixit.com.bd/wp-content/uploads/2019/12/marine1kg.jpg,Paint,Duct Tape  Glues and Epoxy,Glues and Epoxy,,,
21-210,10kg Synthetic Resin Adhesive Fevicol Brand For Use In Furniture  Heat &amp; Water Resistant,3000,3000,https://fixit.com.bd/wp-content/uploads/2019/12/fevicol-10kg.jpg,Paint,Duct Tape  Glues and Epoxy,Glues and Epoxy,,,
21-152,2Kg Synthetic Resin Adhesive Fevicol Brand For Use In Furniture  Heat & Water Resistant,620,620,https://fixit.com.bd/wp-content/uploads/2019/12/fevicol-1-kg.jpg,Paint,Duct Tape  Glues and Epoxy,Glues and Epoxy,,,
21-153,1Kg Synthetic Resin Adhesive Fevicol Brand For Use In Furniture  Heat & Water Resistant,315,315,https://fixit.com.bd/wp-content/uploads/2019/12/fevicol-1-kg.jpg,Paint,Duct Tape  Glues and Epoxy,Glues and Epoxy,,,
21-219,500ml Moisture Curing Polyurethane Adhesive Fevicol Brand,820,820,https://fixit.com.bd/wp-content/uploads/2019/12/fevicol1k-pur.jpg,Paint,Duct Tape  Glues and Epoxy,Glues and Epoxy,,,
21-214,1Kg Specialised Adhesive Fevicol Probond Brand For pasting PVC Sheets  Acrylic Sheets and primer coated edge banding tapes,510,510,https://fixit.com.bd/wp-content/uploads/2019/12/fevicol-probond.jpg,Paint,Duct Tape  Glues and Epoxy,Glues and Epoxy,,,
21-221,500g Dr Fixit Dampguard Waterproofing  for Construction,550,550,https://fixit.com.bd/wp-content/uploads/2019/12/dr-fixit-104-dampguard-construction-chemical.jpg,Building Materials,Wall Cleaner Supplies,Desalination agent,,,
29-987,14oz Clear Color Flex Seal Spray Rubber Sealant Coating,1500,1500,https://fixit.com.bd/wp-content/uploads/2019/12/FLEX-SEAL-CLEAR.jpg,Plumbing,Plumbing Accessories,Pipe Putty and Sealants,,,
29-987-1,14oz White Color Flex Seal Spray Rubber Sealant Coating,1500,1500,https://fixit.com.bd/wp-content/uploads/2019/12/FLEX-SEAL-WHITE.jpg,Plumbing,Plumbing Accessories,Pipe Putty and Sealants,,,
29-987-3,6oz Flex Glue Strong Rubberized Waterproof Adhesive,1500,1500,https://fixit.com.bd/wp-content/uploads/2019/12/6ozglue.jpg,Plumbing,Plumbing Accessories,Pipe Putty and Sealants,,,
26-4242,450 ml Adhesive Remover Sticker Cleaner BOTNY Brand,390,390,https://fixit.com.bd/wp-content/uploads/2019/12/26-4242.jpg,Paint,Paint Supplies,Adhesive Removers,,,
26-4255,1 Gallon Rust Remover WD-40 Brand,3550,3550,https://fixit.com.bd/wp-content/uploads/2019/12/26-4255.jpg,Cleaning,Household Cleaners,All Purpose Cleaners,,,
26-4259,2 Liter Rose Scented Floor Cleaner Rich Brand,495,495,https://fixit.com.bd/wp-content/uploads/2019/12/26-4259.jpg,Cleaning,Household Cleaners,Floor Cleaners,,,
26-4257,400ml 2 in 1 Air freshener and Deodorizer Rich Brand,490,490,https://fixit.com.bd/wp-content/uploads/2019/12/26-4257.jpg,Cleaning,Air Care,Air Fresheners,,,
26-4258,1000 ml 2 in 1 Wash and Wax Car Shampoo Rich Brand,605,605,https://fixit.com.bd/wp-content/uploads/2019/12/26-4258.jpg,Automotive,Automotive Detailing,Auto Care,,,
26-730-B,900ml Duo Action Black Color Bathroom Cleaner Vixol Brand,250,250,https://fixit.com.bd/wp-content/uploads/2019/12/vixol-Black.jpg,Cleaning,Household Cleaners,Bathroom Cleaners,,,
26-4260,900 ml Rose Scented Floor Cleaner Almer Brand,210,210,https://fixit.com.bd/wp-content/uploads/2019/12/26-4260.jpg,Cleaning,Household Cleaners,Floor Cleaners,,,
fixit-79511,800W 220-240V 1100rpm Electric Rotary Hammer Drill Machine Tolsen Brand 79511,4675,5500,https://fixit.com.bd/wp-content/uploads/2019/12/79511.jpg,Tools and Hardware,Power Tools,Drill Machine,,,
Fixit-79512,1100W 220V-240V 50Hz 900rpm Rotary Hammer Drill Machine Tolsen Brand 79512,6162,7250,https://fixit.com.bd/wp-content/uploads/2019/12/79512.jpg,Tools and Hardware,Power Tools,Hammer Drill Machine,,,
fixit-79513,1500W 220-240V 850rpm Rotary Hammer Drill Machine Tolsen Brand 79513,7025,8265,https://fixit.com.bd/wp-content/uploads/2019/12/79513.jpg,Tools and Hardware,Power Tools,Hammer Drill Machine,,,
fixit-79517,1700W 230V 50Hz Demolition Hammer Drill Tolsen Brand 79517,17000,20300,https://fixit.com.bd/wp-content/uploads/2019/12/79517-.jpg,Tools and Hardware,Power Tools,Hammer Drill Machine,,,
fixit-79521,950W 220-230V 50Hz 11000rpm Angle Grinder Tolsen Brand 79521,3230,3800,https://fixit.com.bd/wp-content/uploads/2019/12/79521.jpg,Tools and Hardware,Power Tools,Angle Grinders,,,
fixit-79531,1200W 230-240V 5500rpm Circular Saw Tolsen Brand 79531,4420,5200,https://fixit.com.bd/wp-content/uploads/2019/12/79531.jpg,Tools and Hardware,Power Tools,Circular Saw,,,
fixit-79538,2500W 220-240V 0-3700rpm Cut Off Saw Machine Tolsen Brand 79538,8500,10000,https://fixit.com.bd/wp-content/uploads/2019/12/79538.jpg,Tools and Hardware,Power Tools,,,,
fixit-65464,3 ton Heavy Duty Hydraulic Trolley Jack Tolsen Brand 65464,12950,15225,https://fixit.com.bd/wp-content/uploads/2019/12/65464.jpg,Automotive|Tools and Hardware,Automotive,Garage and Workshop Equipment,,,
41-9696,2 Wheel Steel Metal Wheel Barrow For Heavy Duty,7500,8000,https://fixit.com.bd/wp-content/uploads/2019/12/18-98652.jpg,Qurbani Specials|Lawn and Garden,Wheelbarrows,,,,
23-608,"1/4"" HEX. 6.4V USB Cordless Screwdriver Toptul Brand",6580,6930,https://fixit.com.bd/wp-content/uploads/2019/12/cordless-toptul.jpg,Tools and Hardware,Power Tools,Cordless Screwdrivers,,,
14-289,4.5 Inch Mini Side Cutter Plier Toptul Brand,520,520,https://fixit.com.bd/wp-content/uploads/2019/12/p_171103_01527.jpg,Tools and Hardware,Hand Tools,Pliers,,,
21-2099-1,15 kg Water Proofing Pidifin 2K Powder  Dr Fixit Brand,2700,3000,https://fixit.com.bd/wp-content/uploads/2019/12/pidifin15kg.png,Building Materials,Raw Building Materials,,,,
21-2099-1-1,3 kg Water Proofing Pidifin 2K Powder  Dr Fixit Brand,900,900,https://fixit.com.bd/wp-content/uploads/2019/12/pidifin-3kg.jpg,Building Materials,Raw Building Materials,,,,
01-1549,130-630mm 3.5lbs Pocket Magnetic Pick Up Tool Hans Brand,840,840,https://fixit.com.bd/wp-content/uploads/2019/12/01-1549.jpg,Tools and Hardware,Hand Tools,Specialty Hand Tools,,,
09-320,6 Inch 17Pcs(0.02mm-1mm) Set Feeler Gauge TStop Brand,600,600,https://fixit.com.bd/wp-content/uploads/2019/12/09-320.jpg,Tools and Hardware,Hand Tools,Measure and Layout Tools,,,
04-636,4PCS Mini Retaining Ring Pliers Set Toptul Brand,2500,2500,https://fixit.com.bd/wp-content/uploads/2019/12/04-636.jpg,Tools and Hardware,Hand Tools,Crimping pliers,,,
01-1545,32Pcs Screw Bit Set Yato Brand yt-04622,1800,1800,https://fixit.com.bd/wp-content/uploads/2019/12/01-1545.jpg,Tools and Hardware,Hand Tools,Screwdrivers,,,
01-1546,23Pcs Screw Bit Set Yato Brand YT-04621,1800,1800,https://fixit.com.bd/wp-content/uploads/2019/12/01-1546.jpg,Tools and Hardware,Hand Tools,Screwdrivers,,,
23-616,7 Pcs Masonry  Drill Bit Set YATO Brand,650,693,https://fixit.com.bd/wp-content/uploads/2019/12/23-616.jpg,Tools and Hardware,Power Tool Accessories,Drill Bits,,,
b+D 1300W,220-240V 50/60Hz 390 l/h max 100bar 1300W High Pressure Washer Black+Decker Brand PW 1300S-B5,12600,13500,https://fixit.com.bd/wp-content/uploads/2019/12/black-decker-1300.jpg,Tools and Hardware,Power Tools,Pressure Washers,,,
bd-1400W,220-240V 50/60Hz 390 l/h max 110bar 1400W Pressure Washer Black+Decker Brand PW 1400S-B5,14000,15000,https://fixit.com.bd/wp-content/uploads/2019/12/bd-1400w.jpg,Tools and Hardware,Power Tools,Pressure Washers,,,
BD-1600W,220-240V 50/60Hz 400l/h 120 bar max 1600W Pressure Washer Black+Decker Brand,19600,21000,https://fixit.com.bd/wp-content/uploads/2019/12/bd-1600W.jpg,Tools and Hardware,Power Tools,Pressure Washers,,,
